FAMILY	GENUS	SPECIES	CAAB CODE			
Pomacentridae	Amblyglyphidodon	aureus	37372016			
Sciaenidae	Chrysochir	aureus	37354750			
Gobiidae	Fusigobius	aureus	37428365			
Gobiidae	Glossogobius	aureus	37428148			
Apogonidae	Ostorhinchus	aureus	37327020			
Leiognathidae	Photopectoralis	aureus	37341018			
Lutjanidae	Pristipomoides	auricilla	37346059			
Labridae	Coris	auricularis	37384088			
Liparidae	Paraliparis	auriculatus	37307010			
Nemipteridae	Nemipterus	aurifilum	37347025			
Chaetodontidae	Chaetodon	auriga	37365019			
Trichiuridae	Trichiurus	auriga	37440015			
Labridae	Coris	aurilineata	37384089			
Pycnogonidae	Pycnogonum	aurilineatum	33017001			
Platycephalidae	Platycephalus	aurimaculatus	37296035			
Ostraciidae	Aracana	aurita	37466003			
Apogonidae	Fowleria	aurita	37327098			
Scorpaenidae	Parascorpaena	aurita	37287061			
Styelidae	Polycarpa	aurita	35033065			
Clupeidae	Sardinella	aurita	37085791			
Congridae	Castleichthys	auritus	37067037			
Haemulidae	Pomadasys	auritus	37350019			
Pomacentridae	Pomacentrus	auriventris	37372149			
Carangidae	Ulua	aurochs	37337041			
Gobiidae	Ctenogobiops	aurocingulus	37428106			
Holocentridae	Neoniphon	aurolineatus	37261017			
Balistidae	Xanthichthys	auromarginatus	37465080			
Percichthyidae	Macquaria	australasica	37311088			
Scombridae	Scomber	australasicus	37441001			
Syngnathidae	Idiotropiscis	australe	37282034			
Nymphonidae	Nymphon	australe	33010003			
Pseudodistomidae	Pseudodistoma	australe	35021004			
Melanostomiidae	Eustomias	australensis	37109012			
Argentinidae	Argentina	australiae	37097001			
Psychrolutidae	Ebinania	australiae	37305006			
Rhynchobatidae	Rhynchobatus	australiae	37026005			
Mullidae	Upeneus	australiae	37355032			
Blenniidae	Ecsenius	australianus	37408021			
Polyclinidae	Aplidium	australiense	35019007			
Ammotheidae	Achelia	australiensis	33012003			
Ammotheidae	Ammothea	australiensis	33012014			
Ptychoderidae	Balanoglossus	australiensis	36117001			
Ophidiidae	Benthocometes	australiensis	37228111			
Malacanthidae	Branchiostegus	australiensis	37331002			
Cephalodiscidae	Cephalodiscus	australiensis	36123005			
Ammotheidae	Cilunculus	australiensis	33012032			
Holozoidae	Distaplia	australiensis	35015001			
Hemigaleidae	Hemigaleus	australiensis	37018020			
Ophidiidae	Neobythites	australiensis	37228055			
Liparidae	Paraliparis	australiensis	37307011			
Callipallenidae	Parapallene	australiensis	33011016			
Styelidae	Polyandrocarpa	australiensis	35033020			
Holozoidae	Protoholozoa	australiensis	35015021			
Stomozoidae	Stomozoa	australiensis	35024001			
Uranoscopidae	Xenocephalus	australiensis	37400020			
Sparidae	Acanthopagrus	australis	37353004			
Alepocephalidae	Alepocephalus	australis	37114014			
Anguillidae	Anguilla	australis	37056001			
Phoxichilidiidae	Anoplodactylus	australis	33015038			
Scyliorhinidae	Apristurus	australis	37015020			
Bathylagidae	Bathylagichthys	australis	37098003			
Brachionichthyidae	Brachionichthys	australis	37209005			
Bramidae	Brama	australis	37342010			
Callanthiidae	Callanthias	australis	37311055			
Callionymidae	Calliurichthys	australis	37427013			
Berycidae	Centroberyx	australis	37258006			
Tetrarogidae	Centropogon	australis	37287048			
Cepolidae	Cepola	australis	37380001			
Squalidae	Cirrhigaleus	australis	37020049			
Clavelinidae	Clavelina	australis	35011002			
Macrouridae	Coelorinchus	australis	37232001			
Colossendeidae	Colossendeis	australis	33014002			
Clinidae	Cristiceps	australis	37416007			
Cyttidae	Cyttus	australis	37264002			
Colossendeidae	Decolopoda	australis	33014012			
Ambassidae	Denariusa	australis	37310016			
Gonostomatidae	Diplophos	australis	37106802			
Rajidae	Dipturus	australis	37031002			
Endeidae	Endeis	australis	33016001			
Engraulidae	Engraulis	australis	37086001			
Branchiostomidae	Epigonichthys	australis	36210004			
Callionymidae	Foetorepus	australis	37427029			
Petromyzontidae	Geotria	australis	37003001			
Bathydraconidae	Gerlachea	australis	37406756			
Argentinidae	Glossanodon	australis	37097003			
Eleotridae	Gobiomorphus	australis	37429020			
Gymnuridae	Gymnura	australis	37037001			
Synaphobranchidae	Histiobranchus	australis	37070006			
Hemiramphidae	Hyporhamphus	australis	37234014			
Phosichthyidae	Ichthyococcus	australis	37106022			
Sciaenidae	Johnius	australis	37354022			
Labridae	Labropsis	australis	37384132			
Myctophidae	Lampanyctus	australis	37122019			
Malacosteidae	Malacosteus	australis	37110003			
Sternoptychidae	Maurolicus	australis	37107002			
Melanotaeniidae	Melanotaenia	australis	37245012			
Merlucciidae	Merluccius	australis	37227002			
Monacanthidae	Meuschenia	australis	37465008			
Pyuridae	Microcosmus	australis	35032009			
Gadidae	Micromesistius	australis	37226795			
Protopolyclinidae	Monniotus	australis	35020002			
Myliobatidae	Myliobatis	australis	37039001			
Kuhliidae	Nannoperca	australis	37323001			
Styelidae	Oculinaria	australis	35033018			
Pinguipedidae	Parapercis	australis	37390010			
Pomacentridae	Pomacentrus	australis	37372107			
Centrolophidae	Pseudoicichthys	australis	37445015			
Chiasmodontidae	Pseudoscopelus	australis	37402010			
Pyuridae	Pyura	australis	35032022			
Echeneidae	Remora	australis	37336004			
Rhynchothoracidae	Rhynchothorax	australis	33018001			
Chaetodontidae	Roa	australis	37365006			
Scombridae	Sarda	australis	37441020			
Ophichthidae	Scolecenchelys	australis	37068003			
Pseudodistomidae	Sigillina	australis	35021011			
Squatinidae	Squatina	australis	37024001			
Styelidae	Stolonica	australis	35033033			
Cynoglossidae	Symphurus	australis	37463020			
Trachichthyidae	Trachichthys	australis	37255015			
Trichiuridae	Trichiurus	australis	37440017			
Muraenidae	Gymnothorax	austrinus	37060074			
Liparidae	Paraliparis	avellaneus	37307012			
Callipallenidae	Parapallene	avida	33011017			
Labridae	Bodianus	axillaris	37384053			
Gobiidae	Gobiodon	axillaris	37428156			
Labridae	Coris	aygula	37384090			
Labridae	Suezichthys	aylingi	37384159			
Monacanthidae	Nelusetta	ayraud	37465006			
Arhynchobatidae	Notoraja	azurea	37031018			
Bothidae	Crossorhombus	azureus	37460019			
Pomacentridae	Neopomacentrus	azysron	37372087			
Polyclinidae	Aplidium	bacculum	35019008			
Moridae	Pseudophycis	bachus	37224006			
Apogonidae	Vincentia	badia	37327120			
Didemnidae	Lissoclinum	badium	35013194			
Liparidae	Paraliparis	badius	37307013			
Engraulidae	Thryssa	baelama	37086018			
Muraenesocidae	Muraenesox	bagio	37063003			
Soleidae	Aseraggodes	bahamondei	37462019			
Tripterygiidae	Enneapterygius	bahasa	37415035			
Styelidae	Symplegma	bahraini	35033104			
Carangidae	Trachinotus	baillonii	37337074			
Epigonidae	Sphyraenops	bairdianus	37327169			
Carangidae	Carangoides	bajad	37337079			
Salpidae	Cyclosalpa	bakeri	35103002			
Evermannellidae	Evermannella	balbo	37130002			
Nemipteridae	Nemipterus	balinensis	37347039			
Nemipteridae	Nemipterus	balinensoides	37347038			
Gobiidae	Arcygobius	baliurus	37428384			
Polyclinidae	Aplidium	balleniae	35019108			
Pomacanthidae	Chaetodontoplus	ballinae	37365063			
Kuhliidae	Nannatherina	balstoni	37323006			
Caesionidae	Dipterygonotus	balteatus	37346013			
Odacidae	Neoodax	balteatus	37385005			
Paraulopidae	Paraulopus	balteatus	37120019			
Gobiidae	Redigobius	balteatus	37428243			
Liparidae	Psednos	balushkini	37307003			
Labridae	Stethojulis	bandanensis	37384154			
Banjosidae	Banjos	banjos	37322001			
Pomacentridae	Pomacentrus	bankanensis	37372108			
Pomacentridae	Neopomacentrus	bankieri	37372088			
Syngnathidae	Cosmocampus	banneri	37282053			
Sebastidae	Helicolenus	barathri	37287093			
Ascidiidae	Phallusia	barbarica	35002022			
Percophidae	Acanthaphritis	barbata	37393010			
Styelidae	Cnemidocarpa	barbata	35033047			
Moridae	Pseudophycis	barbata	37224003			
Melanostomiidae	Echiostoma	barbatum	37109006			
Monacanthidae	Anacanthus	barbatus	37465010			
Uranoscopidae	Ichthyscopus	barbatus	37400002			
Acropomatidae	Malakichthys	barbatus	37311186			
Mullidae	Parupeneus	barberinoides	37355021			
Mullidae	Parupeneus	barberinus	37355022			
Terapontidae	Scortum	barcoo	37321025			
Syngnathidae	Hippocampus	bargibanti	37282106			
Acanthuridae	Acanthurus	bariene	37437006			
Myctophidae	Symbolophorus	barnardi	37122007			
Myctophidae	Gonichthys	barnesi	37122044			
Atherinidae	Hypoatherina	barnesi	37246033			
Chaetodontidae	Chaetodon	baronessa	37365034			
Sphyraenidae	Sphyraena	barracuda	37382008			
Eleotridae	Hypseleotris	barrawayi	37429058			
Bythitidae	Zephyrichthys	barryi	37228103			
Artedidraconidae	Pogonophryne	barsukovi	37405758			
Branchiostomidae	Epigonichthys	bassanus	36210005			
Bothidae	Arnoglossus	bassensis	37460029			
Gobiesocidae	Cochleoceps	bassensis	37206002			
Syngnathidae	Kimblaeus	bassensis	37282083			
Platycephalidae	Platycephalus	bassensis	37296003			
Sillaginidae	Sillago	bassensis	37330002			
Phoxichilidiidae	Anoplodactylus	batangensis	33015001			
Ephippidae	Platax	batavianus	37362002			
Ammotheidae	Nymphopsis	bathursti	33012038			
Nemipteridae	Nemipterus	bathybius	37347001			
Labridae	Cirrhilabrus	bathyphilus	37384193			
Gonostomatidae	Sigmops	bathyphilus	37106020			
Myctophidae	Taaningichthys	bathyphilus	37122069			
Gobiesocidae	Alabes	bathys	37206036			
Clariidae	Clarias	batrachus	37182751			
Labridae	Coris	batuensis	37384098			
Pomacentridae	Amblyglyphidodon	batunai	37372141			
Clavelinidae	Clavelina	baudinensis	35011003			
Nomeidae	Cubiceps	baxteri	37446006			
Etmopteridae	Etmopterus	baxteri	37020021			
Muraenidae	Enchelycore	bayeri	37060026			
Melamphaidae	Scopelogadus	beanii	37251005			
Serrivomeridae	Serrivomer	beanii	37075001			
Bythitidae	Diancistrus	beateae	37228090			
Trichiuridae	Aphanopus	beckeri	37440012			
Odacidae	Siphonognathus	beddomei	37385006			
Branchiostomidae	Branchiostoma	belcheri	36210001			
Hydrophiidae	Hydrophis	belcheri	39125017			
Syngnathidae	Phoxocampus	belcheri	37282109			
Callionymidae	Repomucenus	belcheri	37427011			
Gobiidae	Exyrias	belissimus	37428139			
Gobiidae	Glossogobius	bellendenensis	37428316			
Stomozoidae	Stomozoa	bellissima	35024002			
Pomacanthidae	Genicanthus	bellus	37365090			
Xenisthmidae	Tyson	belos	37429044			
Syngnathidae	Corythoichthys	benedetto	37282128			
Synbranchidae	Ophisternon	bengalense	37285002			
Pomacentridae	Abudefduf	bengalensis	37372003			
Gempylidae	Rexea	bengalensis	37439007			
Gobiidae	Trimma	benjamini	37428331			
Tetraodontidae	Canthigaster	bennetti	37467037			
Chaetodontidae	Chaetodon	bennetti	37365035			
Bythitidae	Microbrotula	bentleyi	37228087			
Sparidae	Acanthopagrus	berda	37353011			
Bathylagidae	Melanolagus	bericoides	37098005			
Nototheniidae	Trematomus	bernacchii	37404753			
Holocentridae	Myripristis	berndti	37261006			
Polymixiidae	Polymixia	berndti	37253001			
Ariidae	Neoarius	berneyi	37188012			
Macrouridae	Mesobius	berryi	37232065			
Myctophidae	Diaphus	bertelseni	37122031			
Serrivomeridae	Serrivomer	bertini	37075002			
Acropomatidae	Doederleinia	berycoides	37311025			
Pomacentridae	Premnas	biaculeatus	37372129			
Syngnathidae	Syngnathoides	biaculeatus	37282100			
Triacanthidae	Triacanthus	biaculeatus	37464002			
Scombridae	Grammatorcynus	bicarinatus	37441025			
Gobiidae	Glossogobius	bicirrhosus	37428149			
Hexatrygonidae	Hexatrygon	bickelli	37037002			
Syngnathidae	Trachyrhamphus	bicoarctatus	37282006			
Alepocephalidae	Alepocephalus	bicolor	37114003			
Anguillidae	Anguilla	bicolor	37056003			
Pomacanthidae	Centropyge	bicolor	37365022			
Scaridae	Cetoscarus	bicolor	37386007			
Gobiesocidae	Cochleoceps	bicolor	37206011			
Didemnidae	Didemnum	bicolor	35013120			
Blenniidae	Ecsenius	bicolor	37408022			
Labridae	Labroides	bicolor	37384130			
Pomacentridae	Parma	bicolor	37372092			
Serranidae	Pseudanthias	bicolor	37311112			
Styelidae	Cnemidocarpa	bicornuta	35033103			
Terapontidae	Bidyanus	bidyanus	37321008			
Sagittidae	Serratosagitta	bierii	36027006			
Gobiidae	Eviota	bifasciata	37428116			
Grammistidae	Diploprion	bifasciatum	37312002			
Ammotheidae	Paranymphon	bifilarium	33012053			
Melanostomiidae	Eustomias	bifilis	37109013			
Callionymidae	Bathycallionymus	bifilum	37427003			
Styelidae	Polycarpa	biforis	35033066			
Gobiidae	Arenigobius	bifrenatus	37428008			
Labridae	Suezichthys	bifurcatus	37384160			
Etmopteridae	Etmopterus	bigelowi	37020027			
Kyphosidae	Kyphosus	bigibbus	37361021			
Didemnidae	Didemnum	biglans	35013235			
Scyliorhinidae	Parmaturus	bigus	37015036			
Apogonidae	Archamia	biguttata	37327084			
Lutjanidae	Lutjanus	biguttatus	37346039			
Gobiidae	Redigobius	bikolanus	37428244			
Pseudogrammatidae	Aporops	bilinearis	37314001			
Ariidae	Netuma	bilineata	37188002			
Cynoglossidae	Paraplagusia	bilineata	37463001			
Nemipteridae	Scolopsis	bilineata	37347031			
Cynoglossidae	Cynoglossus	bilineatus	37463013			
Scombridae	Grammatorcynus	bilineatus	37441028			
Blenniidae	Blenniella	bilitonensis	37408088			
Astronesthidae	Astronesthes	bilobatus	37108001			
Serranidae	Epinephelus	bilobatus	37311062			
Gobiidae	Pleurosicya	bilobatus	37428226			
Labridae	Bodianus	bilunulatus	37384054			
Cirrhitidae	Amblycirrhitus	bimacula	37374002			
Gobiidae	Eviota	bimaculata	37428117			
Platycephalidae	Onigocia	bimaculata	37296050			
Labridae	Bodianus	bimaculatus	37384055			
Ophidiidae	Neobythites	bimaculatus	37228056			
Labridae	Oxycheilinus	bimaculatus	37384063			
Leiognathidae	Photopectoralis	bindus	37341002			
Pinguipedidae	Parapercis	binivirgata	37390012			
Acanthuridae	Ctenochaetus	binotatus	37437021			
Synodontidae	Synodus	binotatus	37118021			
Pomacentridae	Chrysiptera	biocellata	37372058			
Pteroidae	Dendrochirus	biocellatus	37287095			
Labridae	Halichoeres	biocellatus	37384107			
Syngnathidae	Hippocampus	biocellatus	37282115			
Gobiidae	Psammogobius	biocellatus	37428025			
Gobiidae	Signigobius	biocellatus	37428249			
Pinguipedidae	Parapercis	biordinis	37390024			
Carangidae	Elagatis	bipinnulata	37337029			
Blenniidae	Omox	biporos	37408066			
Sagittidae	Sagitta	bipunctata	36027001			
Gobiidae	Boleophthalmus	birdsongi	37428072			
Mobulidae	Manta	birostris	37041004			
Didemnidae	Didemnum	bisectatum	35013121			
Labridae	Pseudolabrus	biserialis	37384149			
Endeidae	Endeis	biseriata	33016002			
Dalatiidae	Euprotomicrus	bispinatus	37020034			
Pomacanthidae	Centropyge	bispinosa	37365023			
Diceratiidae	Diceratias	bispinosus	37214001			
Gadopsidae	Gadopsis	bispinosus	37373002			
Didemnidae	Lissoclinum	bistratum	35013032			
Lutjanidae	Lutjanus	bitaeniatus	37346025			
Pseudochromidae	Pseudochromis	bitaeniatus	37313004			
Ammotheidae	Ammothella	biunguiculata	33012019			
Clupeidae	Herklotsichthys	blackburni	37085022			
Ophidiidae	Genypterus	blacodes	37228002			
Apogonidae	Archamia	bleekeri	37327157			
Bythitidae	Beaglichthys	bleekeri	37228099			
Scaridae	Chlorurus	bleekeri	37386011			
Pteroidae	Ebosia	bleekeri	37287113			
Bothidae	Engyprosopon	bleekeri	37460050			
Serranidae	Epinephelus	bleekeri	37311041			
Syngnathidae	Hippocampus	bleekeri	37282010			
Gobiidae	Lophogobius	bleekeri	37428182			
Plesiopidae	Paraplesiops	bleekeri	37316008			
Acanthuridae	Acanthurus	blochii	37437007			
Sphyrnidae	Eusphyra	blochii	37019003			
Cynoglossidae	Paraplagusia	blochii	37463007			
Priacanthidae	Priacanthus	blochii	37326012			
Carangidae	Trachinotus	blochii	37337075			
Trichonotidae	Trichonotus	blochii	37394003			
Triacanthidae	Tripodichthys	blochii	37464006			
Stomiidae	Stomias	boa	37112002			
Scyliorhinidae	Figaro	boardmani	37015009			
Agneziidae	Caenagnesia	bocki	35001005			
Pangasiidae	Pangasius	bocourti	37177751			
Gobiidae	Barbuligobius	boehlkei	37428062			
Serranidae	Cephalopholis	boenak	37311008			
Lutjanidae	Lutjanus	bohar	37346029			
Gobiidae	Pleurosicya	boldinghi	37428015			
Myctophidae	Protomyctophum	bolini	37122755			
Triacanthodidae	Bathyphylax	bombifrons	37464010			
Gobiidae	Egglestonichthys	bombylios	37428330			
Ophichthidae	Ophichthus	bonaparti	37068029			
Nymphonidae	Nymphon	boogoora	33010025			
Carangidae	Selar	boops	37337008			
Myctophidae	Symbolophorus	boops	37122103			
Syngnathidae	Halicampus	boothae	37282107			
Carapidae	Encheliophis	boraborensis	37229007			
Nototheniidae	Pagothenia	borchgrevinki	37404799			
Fritillariidae	Fritillaria	borealis	35201001			
Sciaenidae	Johnius	borneensis	37354007			
Gobiidae	Pseudapocryptes	borneensis	37428751			
Ophichthidae	Pisodonophis	boro	37068034			
Lophichthyidae	Lophichthys	boschmai	37210002			
Platycephalidae	Cymbacephalus	bosschei	37296031			
Plotosidae	Tandanus	bostocki	37192015			
Holocentridae	Myripristis	botche	37261004			
Zoarcidae	Ophthalmolycus	bothriocephalus	37231753			
Carangidae	Trachinotus	botla	37337066			
Antennariidae	Histiophryne	bougainvilli	37210024			
Neosebastidae	Neosebastes	bougainvillii	37287004			
Astronesthidae	Astronesthes	boulengeri	37108003			
Melanostomiidae	Flagellostomias	boureei	37109021			
Pyuridae	Pyura	bouvetensis	35032060			
Polyclinidae	Synoicum	bowerbanki	35019069			
Pomacentridae	Pomacentrus	brachialis	37372109			
Grammicolepididae	Grammicolepis	brachiusculus	37265001			
Acanthuridae	Naso	brachycentron	37437025			
Zoarcidae	Pachycara	brachycephalum	37231754			
Myctophidae	Diaphus	brachycephalus	37122032			
Engraulidae	Stolephorus	brachycephalus	37086012			
Chlopsidae	Kaupichthys	brachychirus	37059002			
Myctophidae	Myctophum	brachygnathum	37122055			
Tripterygiidae	Norfolkia	brachylepis	37415022			
Echeneidae	Remora	brachyptera	37336005			
Pteroidae	Dendrochirus	brachypterus	37287010			
Exocoetidae	Parexocoetus	brachypterus	37233016			
Nymphonidae	Nymphon	brachyrhynchum	33010004			
Syngnathidae	Choeroichthys	brachysoma	37282042			
Nototheniidae	Pagothenia	brachysoma	37404750			
Scombridae	Rastrelliger	brachysoma	37441750			
Clupeidae	Sardinella	brachysoma	37085028			
Callipallenidae	Austropallene	brachyura	33011002			
Carcharhinidae	Carcharhinus	brachyurus	37018001			
Etmopteridae	Etmopterus	brachyurus	37020032			
Syngnathidae	Microphis	brachyurus	37282090			
Styelidae	Symplegma	brakenhielmi	35033043			
Bramidae	Brama	brama	37342001			
Centrolophidae	Seriolella	brama	37445005			
Didemnidae	Leptoclinides	brandi	35013062			
Cichlidae	Geophagus	brasiliensis	37371007			
Dalatiidae	Isistius	brasiliensis	37020014			
Percophidae	Percophis	brasiliensis	37393750			
Gonostomatidae	Cyclothone	braueri	37106015			
Myctophidae	Gymnoscopelus	braueri	37122751			
Melanostomiidae	Photonectes	braueri	37109031			
Syngnathidae	Bulbonaricus	brauni	37282037			
Labridae	Pictilabrus	brauni	37384183			
Plesiopidae	Trachinops	brauni	37316016			
Bythitidae	Saccogaster	brayae	37228119			
Callionymidae	Pseudocalliurichthys	brevianalis	37427039			
Ogcocephalidae	Halieutaea	brevicauda	37212001			
Holozoidae	Sycozoa	brevicauda	35015029			
Engraulidae	Thryssa	brevicauda	37086023			
Dasyatidae	Dasyatis	brevicaudata	37035001			
Apogonidae	Apogonichthyoides	brevicaudatus	37327005			
Tetraodontidae	Contusus	brevicaudus	37467044			
Callipallenidae	Pseudopallene	brevicephala	33011049			
Pomacentridae	Amblypomacentrus	breviceps	37372019			
Austrodecidae	Austrodecus	breviceps	33019002			
Soleidae	Brachirus	breviceps	37462022			
Syngnathidae	Hippocampus	breviceps	37282026			
Blenniidae	Petroscirtes	breviceps	37408071			
Ophichthidae	Scolecenchelys	breviceps	37068004			
Syngnathidae	Siokunichthys	breviceps	37282097			
Plotosidae	Neosilurus	brevidorsalis	37192010			
Synaphobranchidae	Synaphobranchus	brevidorsalis	37070004			
Styelidae	Stolonica	brevigastra	35033040			
Polyclinidae	Aplidium	brevilarvacium	35019009			
Syngnathidae	Acentronura	breviperula	37282035			
Ogcocephalidae	Coelophrys	brevipes	37212010			
Schindleriidae	Schindleria	brevipinguis	37424003			
Carcharhinidae	Carcharhinus	brevipinna	37018023			
Pleuronectidae	Ammotretis	brevipinnis	37461016			
Galaxiidae	Galaxias	brevipinnis	37102002			
Ophiclinidae	Ophiclinus	brevipinnis	37414009			
Alepisauridae	Alepisaurus	brevirostris	37128002			
Atherinidae	Kestratherina	brevirostris	37246036			
Congridae	Macrocephenchelys	brevirostris	37067018			
Malacanthidae	Malacanthus	brevirostris	37331009			
Acanthuridae	Naso	brevirostris	37437026			
Salangidae	Neosalanx	brevirostris	37100751			
Gobiesocidae	Alabes	brevis	37206007			
Sciaenidae	Atrobucca	brevis	37354012			
Blenniidae	Exallias	brevis	37408039			
Mirapinnidae	Parataeniophorus	brevis	37137001			
Moridae	Pseudophycis	breviuscula	37224011			
Syngnathidae	Histiogamphelus	briggsii	37282011			
Cynoglossidae	Cynoglossus	broadhursti	37463015			
Serranidae	Lepidoperca	brochata	37311102			
Gobiidae	Gobiodon	brochus	37428333			
Syngnathidae	Halicampus	brocki	37282065			
Howellidae	Howella	brodiei	37327037			
Mugilidae	Mugil	broussonnetii	37381018			
Labridae	Halichoeres	brownfieldi	37384108			
Monacanthidae	Acanthaluteres	brownii	37465001			
Pomacentridae	Chrysiptera	brownriggii	37372064			
Phoxichilidiidae	Anoplodactylus	brucei	33015002			
Ophidiidae	Holcomycteronus	brucei	37228110			
Echinorhinidae	Echinorhinus	brucus	37022001			
Oxynotidae	Oxynotus	bruniensis	37021001			
Liparidae	Paraliparis	brunneocaudatus	37307014			
Synaphobranchidae	Ilyophis	brunneus	37070002			
Liparidae	Paraliparis	brunneus	37307015			
Ophidiidae	Lamprogrammus	brunswigi	37228072			
Synaphobranchidae	Histiobranchus	bruuni	37070007			
Apogonidae	Ostorhinchus	bryx	37327160			
Macrouridae	Kuronezumia	bubonis	37232061			
Polyclinidae	Synoicum	buccinum	35019070			
Carangidae	Caranx	bucculentus	37337016			
Urolophidae	Urolophus	bucculentus	37038001			
Ostraciidae	Acanthostracion	bucephalus	37466024			
Scyliorhinidae	Apristurus	bucephalus	37015019			
Monacanthidae	Eubalichthys	bucephalus	37465039			
Tripterygiidae	Trianectes	bucephalus	37415027			
Mugilidae	Valamugil	buchanani	37381010			
Didemnidae	Atriolum	bucinum	35013211			
Glaucosomatidae	Glaucosoma	buergeri	37320001			
Hemiramphidae	Zenarchopterus	buffonis	37234010			
Scorpaenidae	Scorpaena	bulacephala	37287125			
Polycitoridae	Eudistoma	bulbatum	35018010			
Anacanthobatidae	Sinobatis	bulbicauda	37033001			
Congridae	Bassanago	bulbiceps	37067012			
Gobiidae	Cryptocentrus	bulbiceps	37428095			
Labridae	Coris	bulbifrons	37384091			
Melanostomiidae	Eustomias	bulbornatus	37109014			
Nymphonidae	Nymphon	bunyipi	33010005			
Muraenidae	Gymnothorax	buroensis	37060032			
Sillaginidae	Sillago	burrus	37330004			
Balistidae	Sufflamen	bursa	37465078			
Polymixiidae	Polymixia	busakhini	37253002			
Polymixiidae	Polymixia	busakhini </i>cf (west)	37253502			
Sparidae	Acanthopagrus	butcheri	37353003			
Eleotridae	Butis	butis	37429009			
Plotosidae	Paraplotosus	butleri	37192020			
Terapontidae	Syncomistes	butleri	37321028			
Antennariidae	Tathicarpus	butleri	37210003			
Gobiidae	Amblygobius	bynoensis	37428045			
Ammotheidae	Cilunculus	cactoides	33012033			
Bythitidae	Dipulus	caecus	37228026			
Didemnidae	Trididemnum	caelatum	35013181			
Polyclinidae	Aplidium	caelestis	35019010			
Didemnidae	Leptoclinides	caelestis	35013063			
Caesionidae	Caesio	caerulaurea	37346024			
Centrolophidae	Seriolella	caerulea	37445011			
Anacanthobatidae	Sinobatis	caerulea	37033003			
Acanthuridae	Naso	caeruleacauda	37437045			
Monacanthidae	Eubalichthys	caeruleoguttatus	37465018			
Pomacentridae	Chrysiptera	caeruleolineata	37372059			
Balistidae	Xanthichthys	caeruleolineatus	37465087			
Gobiidae	Boleophthalmus	caeruleomaculatus	37428073			
Gobiidae	Cryptocentrus	caeruleomaculatus	37428096			
Carangidae	Carangoides	caeruleopinnatus	37337021			
Labridae	Anampses	caeruleopunctatus	37384045			
Tetraodontidae	Arothron	caeruleopunctatus	37467066			
Platycephalidae	Platycephalus	caeruleopunctatus	37296007			
Hydrophiidae	Hydrophis	caerulescens	39125018			
Melanostomiidae	Photonectes	caerulescens	37109032			
Polyclinidae	Amaroucium	caeruleum	35019089			
Alepocephalidae	Asquamiceps	caeruleus	37114031			
Nomeidae	Cubiceps	caeruleus	37446010			
Serranidae	Lepidoperca	caesiopercula	37311092			
Didemnidae	Didemnum	caesium	35013122			
Gobiidae	Trimma	caesiura	37428380			
Acanthuridae	Naso	caesius	37437046			
Triglidae	Pterygotrigla	cajorarori	37288046			
Ophichthidae	Cirrhimuraena	calamus	37068014			
Polycitoridae	Polycitor	calamus	35018036			
Callionymidae	Foetorepus	calauropomus	37427001			
Alepocephalidae	Bajacalifornia	calcarata	37114019			
Callionymidae	Repomucenus	calcaratus	37427015			
Latidae	Lates	calcarifer	37310006			
Centrophoridae	Deania	calceus	37020003			
Didemnidae	Polysyncraton	calculum	35013278			
Synanceiidae	Inimicus	caledonicus	37287055			
Clinidae	Springeratus	caledonicus	37416033			
Didemnidae	Lissoclinum	caliginosum	35013195			
Phoxichilidiidae	Anoplodactylus	calliopus	33015003			
Tetraodontidae	Canthigaster	callisterna	37467038			
Soleidae	Pseudaesopia	callizona	37462057			
Gobiidae	Amblyeleotris	callopareia	37428032			
Callipallenidae	Austropallene	calmani	33011003			
Triglidae	Lepidotrigla	calodactyla	37288026			
Diodontidae	Lophodiodon	calori	37469010			
Apistidae	Apistops	caloundra	37287033			
Colossendeidae	Hedgpethia	calva	33014024			
Molgulidae	Molgula	calvata	35031004			
Didemnidae	Lissoclinum	calycis	35013196			
Ophichthidae	Yirrkala	calyptra	37068056			
Rachycentridae	Rachycentron	canadum	37335001			
Siganidae	Siganus	canaliculatus	37438004			
Uranoscopidae	Kathetostoma	canaster	37400018			
Soleidae	Zebrias	cancellatus	37462006			
Ophichthidae	Pisodonophis	cancrivorus	37068002			
Pseudodistomidae	Pseudodistoma	candens	35021005			
Didemnidae	Didemnum	candidum	35013003			
Synbranchidae	Ophisternon	candidum	37285003			
Muraenidae	Enchelynassa	canina	37060028			
Carapidae	Snyderidia	canina	37229018			
Odacidae	Siphonognathus	caninis	37385011			
Gobiidae	Oplopomus	caninoides	37428203			
Ophidiidae	Hypopleuron	caninum	37228029			
Gobiidae	Acentrogobius	caninus	37428019			
Plotosidae	Plotosus	canius	37192013			
Styelidae	Styela	canopus	35033099			
Muraenidae	Anarchias	cantonensis	37060018			
Rajidae	Dipturus	canutus	37031028			
Nomeidae	Cubiceps	capensis	37446017			
Synaphobranchidae	Diastobranchus	capensis	37070001			
Merlucciidae	Merluccius	capensis	37227790			
Astronesthidae	Neonesthes	capensis	37108013			
Pentacerotidae	Pentaceros	capensis	37367012			
Ascidiidae	Ascidia	capillata	35002002			
Scaridae	Chlorurus	capistratoides	37386041			
Atherinidae	Craterocephalus	capreoli	37246015			
