FAMILY	GENUS	SPECIES	CAAB CODE
Acanthoclinidae	Beliops	xanthokrossos	37319001
Acanthoclinidae	Belonepterygion	fasciolatum	37319002
Acanthuridae	Acanthurus	albipectoralis	37437004
Acanthuridae	Acanthurus	auranticavus	37437005
Acanthuridae	Acanthurus	bariene	37437006
Acanthuridae	Acanthurus	blochii	37437007
Acanthuridae	Acanthurus	dussumieri	37437008
Acanthuridae	Acanthurus	fowleri	37437044
Acanthuridae	Acanthurus	grammoptilus	37437002
Acanthuridae	Acanthurus	guttatus	37437009
Acanthuridae	Acanthurus	leucocheilus	37437053
Acanthuridae	Acanthurus	leucosternon	37437054
Acanthuridae	Acanthurus	lineatus	37437010
Acanthuridae	Acanthurus	maculiceps	37437041
Acanthuridae	Acanthurus	mata	37437011
Acanthuridae	Acanthurus	nigricans	37437012
Acanthuridae	Acanthurus	nigricauda	37437013
Acanthuridae	Acanthurus	nigrofuscus	37437014
Acanthuridae	Acanthurus	nigros	37437015
Acanthuridae	Acanthurus	olivaceus	37437016
Acanthuridae	Acanthurus	pyroferus	37437017
Acanthuridae	Acanthurus	tennentii	37437050
Acanthuridae	Acanthurus	thompsoni	37437018
Acanthuridae	Acanthurus	triostegus	37437019
Acanthuridae	Acanthurus	tristis	37437051
Acanthuridae	Acanthurus	xanthopterus	37437020
Acanthuridae	Ctenochaetus	binotatus	37437021
Acanthuridae	Ctenochaetus	cyanocheilus	37437023
Acanthuridae	Ctenochaetus	striatus	37437022
Acanthuridae	Ctenochaetus	tominiensis	37437042
Acanthuridae	Ctenochaetus	truncatus	37437055
Acanthuridae	Naso	annulatus	37437024
Acanthuridae	Naso	brachycentron	37437025
Acanthuridae	Naso	brevirostris	37437026
Acanthuridae	Naso	caeruleacauda	37437045
Acanthuridae	Naso	caesius	37437046
Acanthuridae	Naso	elegans	37437052
Acanthuridae	Naso	fageni	37437027
Acanthuridae	Naso	hexacanthus	37437028
Acanthuridae	Naso	lituratus	37437029
Acanthuridae	Naso	lopezi	37437030
Acanthuridae	Naso	maculatus	37437038
Acanthuridae	Naso	mcdadei	37437003
Acanthuridae	Naso	minor	37437043
Acanthuridae	Naso	reticulatus	37437049
Acanthuridae	Naso	thorpei	37437039
Acanthuridae	Naso	thynnoides	37437040
Acanthuridae	Naso	tonganus	37437047
Acanthuridae	Naso	tuberosus	37437048
Acanthuridae	Naso	unicornis	37437031
Acanthuridae	Naso	vlamingii	37437032
Acanthuridae	Paracanthurus	hepatus	37437033
Acanthuridae	Prionurus	maculatus	37437034
Acanthuridae	Prionurus	microlepidotus	37437035
Acanthuridae	Zebrasoma	desjardinii	37437056
Acanthuridae	Zebrasoma	scopas	37437036
Acanthuridae	Zebrasoma	veliferum	37437037
Achiropsettidae	Mancopsetta	maculata	37460076
Achiropsettidae	Neoachiropsetta	milfordi	37460052
Acrochordidae	Acrochordus	arafurae	39120001
Acrochordidae	Acrochordus	granulatus	39120002
Acropomatidae	Acropoma	japonicum	37311167
Acropomatidae	Apogonops	anomalus	37311053
Acropomatidae	Doederleinia	berycoides	37311025
Acropomatidae	Malakichthys	barbatus	37311186
Acropomatidae	Malakichthys	elegans	37311048
Acropomatidae	Malakichthys	griseus	37311187
Acropomatidae	Malakichthys	levis	37311031
Acropomatidae	Malakichthys	mochizuki	37311184
Acropomatidae	Synagrops	analis	37311191
Acropomatidae	Synagrops	japonicus	37311054
Acropomatidae	Synagrops	philippinensis	37311028
Acropomatidae	Synagrops	serratospinosus	37311185
Albulidae	Albula	argentea	37055001
Albulidae	Albula	oligolepis	37055002
Alepisauridae	Alepisaurus	brevirostris	37128002
Alepisauridae	Alepisaurus	ferox	37128001
Alepocephalidae	Alepocephalus	australis	37114014
Alepocephalidae	Alepocephalus	bicolor	37114003
Alepocephalidae	Alepocephalus	longiceps	37114029
Alepocephalidae	Alepocephalus	longirostris	37114043
Alepocephalidae	Alepocephalus	owstoni	37114042
Alepocephalidae	Alepocephalus	productus	37114044
Alepocephalidae	Alepocephalus	triangularis	37114045
Alepocephalidae	Asquamiceps	caeruleus	37114031
Alepocephalidae	Asquamiceps	hjorti	37114004
Alepocephalidae	Aulastomatomorpha	phospherops	37114038
Alepocephalidae	Bajacalifornia	arcylepis	37114018
Alepocephalidae	Bajacalifornia	calcarata	37114019
Alepocephalidae	Bajacalifornia	megalops	37114020
Alepocephalidae	Bathyprion	danae	37114021
Alepocephalidae	Bathytroctes	squamosus	37114027
Alepocephalidae	Bathytroctes	zugmayeri	37114028
Alepocephalidae	Conocara	kreffti	37114033
Alepocephalidae	Conocara	microlepis	37114034
Alepocephalidae	Conocara	murrayi	37114035
Alepocephalidae	Conocara	nigrum	37114005
Alepocephalidae	Conocara	paxtoni	37114037
Alepocephalidae	Einara	macrolepis	37114032
Alepocephalidae	Herwigia	kreffti	37114006
Alepocephalidae	Leptochilichthys	microlepis	37114017
Alepocephalidae	Leptochilichthys	pinguis	37114046
Alepocephalidae	Leptoderma	affinis	37114039
Alepocephalidae	Microphotolepis	schmidti	37114022
Alepocephalidae	Mirognathus	normani	37114015
Alepocephalidae	Narcetes	lloydi	37114016
Alepocephalidae	Narcetes	stomias	37114026
Alepocephalidae	Photostylus	pycnopterus	37114007
Alepocephalidae	Rouleina	attrita	37114008
Alepocephalidae	Rouleina	eucla	37114023
Alepocephalidae	Rouleina	guentheri	37114024
Alepocephalidae	Rouleina	maderensis	37114025
Alepocephalidae	Rouleina	squamilatera	37114001
Alepocephalidae	Talismania	antillarum	37114009
Alepocephalidae	Talismania	longifilis	37114012
Alepocephalidae	Talismania	mekistonema	37114030
Alepocephalidae	Xenodermichthys	copei	37114002
Alopiidae	Alopias	pelagicus	37012003
Alopiidae	Alopias	superciliosus	37012002
Alopiidae	Alopias	vulpinus	37012001
Ambassidae	Ambassis	agassizii	37310009
Ambassidae	Ambassis	agrammus	37310008
Ambassidae	Ambassis	dussumieri	37310004
Ambassidae	Ambassis	elongatus	37310010
Ambassidae	Ambassis	interrupta	37310011
Ambassidae	Ambassis	jacksoniensis	37310012
Ambassidae	Ambassis	macleayi	37310013
Ambassidae	Ambassis	marianus	37310018
Ambassidae	Ambassis	miops	37310014
Ambassidae	Ambassis	nalua	37310005
Ambassidae	Ambassis	vachellii	37310002
Ambassidae	Denariusa	australis	37310016
Ambassidae	Parambassis	gulliveri	37310017
Ammodytidae	Ammodytoides	vagus	37425003
Ammodytidae	Bleekeria	mitsukurii	37425001
Ammodytidae	Bleekeria	viridianguilla	37425002
Anabantidae	Anabas	testudineus	37450001
Anacanthobatidae	Sinobatis	bulbicauda	37033001
Anacanthobatidae	Sinobatis	caerulea	37033003
Anacanthobatidae	Sinobatis	filicauda	37033002
Anguillidae	Anguilla	anguilla	37056750
Anguillidae	Anguilla	australis	37056001
Anguillidae	Anguilla	bicolor	37056003
Anguillidae	Anguilla	dieffenbachii	37056751
Anguillidae	Anguilla	japonica	37056752
Anguillidae	Anguilla	obscura	37056004
Anguillidae	Anguilla	reinhardtii	37056002
Anomalopidae	Anomalops	katoptron	37260001
Anomalopidae	Photoblepharon	palpebratum	37260002
Anoplogastridae	Anoplogaster	cornuta	37257001
Anotopteridae	Anotopterus	pharao	37129750
Anotopteridae	Anotopterus	vorax	37129001
Antennariidae	Allenichthys	glauerti	37210004
Antennariidae	Antennarius	analis	37210016
Antennariidae	Antennarius	coccineus	37210017
Antennariidae	Antennarius	commerson	37210018
Antennariidae	Antennarius	dorehensis	37210019
Antennariidae	Antennarius	hispidus	37210008
Antennariidae	Antennarius	maculatus	37210027
Antennariidae	Antennarius	nummifer	37210011
Antennariidae	Antennarius	pictus	37210020
Antennariidae	Antennarius	rosaceus	37210021
Antennariidae	Antennarius	striatus	37210009
Antennariidae	Antennatus	tuberosus	37210022
Antennariidae	Echinophryne	crassispina	37210005
Antennariidae	Echinophryne	mitchellii	37210001
Antennariidae	Echinophryne	reynoldsi	37210023
Antennariidae	Histiophryne	bougainvilli	37210024
Antennariidae	Histiophryne	cryptacanthus	37210013
Antennariidae	Histiophryne	maggiewalker	37210030
Antennariidae	Histrio	histrio	37210025
Antennariidae	Kuiterichthys	furcipilis	37210014
Antennariidae	Kuiterichthys	pietschi	37210031
Antennariidae	Lophiocharon	hutchinsi	37210028
Antennariidae	Lophiocharon	trisignatus	37210007
Antennariidae	Phyllophryne	scortea	37210015
Antennariidae	Porophryne	erythrodactylus	37210032
Antennariidae	Rhycherus	filamentosus	37210006
Antennariidae	Rhycherus	gloveri	37210026
Antennariidae	Tathicarpus	butleri	37210003
Aphyonidae	Aphyonus	gelatinosus	37228014
Aphyonidae	Barathronus	maculatus	37228015
Apistidae	Apistops	caloundra	37287033
Apistidae	Apistus	carinatus	37287011
Apistidae	Cheroscorpaena	tridactyla	37287050
Aploactinidae	Acanthosphex	leurynnis	37290017
Aploactinidae	Adventor	elongatus	37290004
Aploactinidae	Aploactis	aspera	37290005
Aploactinidae	Aploactisoma	milesii	37290001
Aploactinidae	Bathyaploactis	curtisensis	37290006
Aploactinidae	Bathyaploactis	ornatissimus	37290008
Aploactinidae	Cocotropus	altipinnis	37290021
Aploactinidae	Cocotropus	larvatus	37290025
Aploactinidae	Cocotropus	microps	37290016
Aploactinidae	Erisphex	aniarus	37290002
Aploactinidae	Kanekonia	leichhardti	37290024
Aploactinidae	Kanekonia	queenslandica	37290007
Aploactinidae	Matsubarichthys	inusitatus	37290013
Aploactinidae	Neoaploactis	tridorsalis	37290009
Aploactinidae	Paraploactis	intonsa	37290010
Aploactinidae	Paraploactis	pulvinus	37290003
Aploactinidae	Paraploactis	trachyderma	37290011
Aploactinidae	Peristrominous	dolosus	37290012
Aploactinidae	Pseudopataecus	carnatobarbatus	37290023
Aploactinidae	Pseudopataecus	taenianotus	37290015
Aploactinidae	Xenaploactis	cautes	37290018
Aplochitonidae	Lovettia	sealii	37103002
Aplodactylidae	Aplodactylus	arctidens	37376001
Aplodactylidae	Aplodactylus	etheridgii	37376003
Aplodactylidae	Aplodactylus	lophodon	37376002
Aplodactylidae	Aplodactylus	westralis	37376004
Apogonidae	Apogon	caudicinctus	37327165
Apogonidae	Apogon	crassiceps	37327051
Apogonidae	Apogon	doryssa	37327147
Apogonidae	Apogon	poecilopterus	37327026
Apogonidae	Apogon	seminigracaudus	37327179
Apogonidae	Apogon	semiornatus	37327074
Apogonidae	Apogon	talboti	37327076
Apogonidae	Apogon	unicolor	37327153
Apogonidae	Apogonichthyoides	atripes	37327129
Apogonidae	Apogonichthyoides	brevicaudatus	37327005
Apogonidae	Apogonichthyoides	chrysurus	37327121
Apogonidae	Apogonichthyoides	melas	37327133
Apogonidae	Apogonichthyoides	miniatus	37327168
Apogonidae	Apogonichthyoides	opercularis	37327070
Apogonidae	Apogonichthyoides	timorensis	37327077
Apogonidae	Apogonichthyoides	umbratilis	37327166
Apogonidae	Apogonichthys	ocellatus	37327080
Apogonidae	Apogonichthys	perdix	37327081
Apogonidae	Archamia	bleekeri	37327157
Apogonidae	Cercamia	eremia	37327113
Apogonidae	Cheilodipterus	artus	37327086
Apogonidae	Cheilodipterus	intermedius	37327138
Apogonidae	Cheilodipterus	isostigmus	37327155
Apogonidae	Cheilodipterus	macrodon	37327089
Apogonidae	Cheilodipterus	parazonatus	37327092
Apogonidae	Cheilodipterus	quinquelineatus	37327090
Apogonidae	Cheilodipterus	singapurensis	37327091
Apogonidae	Fibramia	lateralis	37327046
Apogonidae	Fibramia	thermalis	37327073
Apogonidae	Foa	fo	37327095
Apogonidae	Foa	hyalina	37327185
Apogonidae	Foa	nivosa	37327171
Apogonidae	Foa	yamba	37327186
Apogonidae	Fowleria	aurita	37327098
Apogonidae	Fowleria	isostigma	37327170
Apogonidae	Fowleria	marmorata	37327099
Apogonidae	Fowleria	vaiulae	37327096
Apogonidae	Fowleria	variegata	37327101
Apogonidae	Glossamia	aprion	37327102
Apogonidae	Gymnapogon	annona	37327103
Apogonidae	Gymnapogon	philippinus	37327145
Apogonidae	Gymnapogon	urospilotus	37327104
Apogonidae	Gymnapogon	vanderbilti	37327139
Apogonidae	Jaydia	argyrogaster	37327024
Apogonidae	Jaydia	carinata	37327027
Apogonidae	Jaydia	melanopus	37327016
Apogonidae	Jaydia	truncata	37327013
Apogonidae	Lachneratus	phasmaticus	37327178
Apogonidae	Neamia	articycla	37327161
Apogonidae	Neamia	octospina	37327105
Apogonidae	Nectamia	fusca	37327059
Apogonidae	Nectamia	luxuria	37327162
Apogonidae	Nectamia	savayensis	37327163
Apogonidae	Nectamia	viria	37327164
Apogonidae	Ostorhinchus	angustatus	37327042
Apogonidae	Ostorhinchus	apogonoides	37327043
Apogonidae	Ostorhinchus	atrogaster	37327044
Apogonidae	Ostorhinchus	aureus	37327020
Apogonidae	Ostorhinchus	bryx	37327160
Apogonidae	Ostorhinchus	capricornis	37327125
Apogonidae	Ostorhinchus	cavitiensis	37327028
Apogonidae	Ostorhinchus	chrysopomus	37327167
Apogonidae	Ostorhinchus	chrysotaenia	37327047
Apogonidae	Ostorhinchus	cladophilos	37327146
Apogonidae	Ostorhinchus	compressus	37327049
Apogonidae	Ostorhinchus	cookii	37327050
Apogonidae	Ostorhinchus	cyanosoma	37327052
Apogonidae	Ostorhinchus	dispar	37327181
Apogonidae	Ostorhinchus	doederleini	37327053
Apogonidae	Ostorhinchus	endekataenia	37327054
Apogonidae	Ostorhinchus	fasciatus	37327158
Apogonidae	Ostorhinchus	flavus	37327126
Apogonidae	Ostorhinchus	fleurieu	37327148
Apogonidae	Ostorhinchus	hartzfeldii	37327149
Apogonidae	Ostorhinchus	hoevenii	37327062
Apogonidae	Ostorhinchus	holotaenia	97384203
Apogonidae	Ostorhinchus	jenkinsi	37327069
Apogonidae	Ostorhinchus	kiensis	37327132
Apogonidae	Ostorhinchus	leptofasciatus	37327182
Apogonidae	Ostorhinchus	limenus	37327066
Apogonidae	Ostorhinchus	monospilus	37327067
Apogonidae	Ostorhinchus	neotes	37327150
Apogonidae	Ostorhinchus	nigrofasciatus	37327068
Apogonidae	Ostorhinchus	norfolcensis	37327124
Apogonidae	Ostorhinchus	novemfasciatus	37327019
Apogonidae	Ostorhinchus	ocellicaudus	37327177
Apogonidae	Ostorhinchus	pallidofasciatus	37327071
Apogonidae	Ostorhinchus	properuptus	37327072
Apogonidae	Ostorhinchus	rubrimacula	37327142
Apogonidae	Ostorhinchus	rueppellii	37327040
Apogonidae	Ostorhinchus	sealei	37327131
Apogonidae	Ostorhinchus	selas	37327152
Apogonidae	Ostorhinchus	semilineatus	37327004
Apogonidae	Ostorhinchus	septemstriatus	37327012
Apogonidae	Ostorhinchus	taeniophorus	37327075
Apogonidae	Ostorhinchus	unitaeniatus	37327135
Apogonidae	Ostorhinchus	victoriae	37327079
Apogonidae	Ostorhinchus	wassinki	37327154
Apogonidae	Ozichthys	albimaculosus	37327014
Apogonidae	Paxton	concilians	37327141
Apogonidae	Pristiapogon	exostigma	37327056
Apogonidae	Pristiapogon	fraenatus	37327057
Apogonidae	Pristiapogon	kallopterus	37327063
Apogonidae	Pristiapogon	taeniopterus	37327173
Apogonidae	Pristicon	rhodopterus	37327151
Apogonidae	Pristicon	trimaculatus	37327078
Apogonidae	Pseudamia	amblyuroptera	37327106
Apogonidae	Pseudamia	gelatinosa	37327107
Apogonidae	Pseudamia	hayashii	37327108
Apogonidae	Pseudamia	nigra	37327109
Apogonidae	Pseudamia	zonata	37327183
Apogonidae	Pseudamiops	gracilicauda	37327110
Apogonidae	Quinca	mirifica	37327111
Apogonidae	Rhabdamia	gracilis	37327022
Apogonidae	Siphamia	argentea	37327172
Apogonidae	Siphamia	cephalotes	37327032
Apogonidae	Siphamia	corallicola	37327175
Apogonidae	Siphamia	cuneiceps	37327115
Apogonidae	Siphamia	cyanophthalma	37327176
Apogonidae	Siphamia	guttulata	37327116
Apogonidae	Siphamia	jebbi	37327174
Apogonidae	Siphamia	majimai	37327117
Apogonidae	Siphamia	roseigaster	37327017
Apogonidae	Siphamia	tubifer	37327021
Apogonidae	Siphamia	tubulata	37327118
Apogonidae	Sphaeramia	nematoptera	37327119
Apogonidae	Sphaeramia	orbicularis	37327184
Apogonidae	Taeniamia	fucata	37327082
Apogonidae	Taeniamia	leai	37327083
Apogonidae	Taeniamia	melasma	37327084
Apogonidae	Taeniamia	zosterophora	37327085
Apogonidae	Verulux	cypselurus	37327112
Apogonidae	Vincentia	badia	37327120
Apogonidae	Vincentia	conspersa	37327033
Apogonidae	Vincentia	macrocauda	37327122
Apogonidae	Vincentia	novaehollandiae	37327034
Apogonidae	Vincentia	punctata	37327123
Apogonidae	Yarica	hyalosoma	37327039
Apogonidae	Zapogon	evermanni	37327055
Apogonidae	Zoramia	gilberti	37327143
Apogonidae	Zoramia	leptacantha	37327065
Apogonidae	Zoramia	perlita	37327144
Apogonidae	Zoramia	viridiventer	37327058
Argentinidae	Argentina	australiae	37097001
Argentinidae	Glossanodon	australis	37097003
Argentinidae	Glossanodon	pseudolineatus	37097005
Arhynchobatidae	Bathyraja	eatonii	37031750
Arhynchobatidae	Bathyraja	ishiharai	37031016
Arhynchobatidae	Bathyraja	maccaini	37031751
Arhynchobatidae	Bathyraja	murrayi	37031048
Arhynchobatidae	Bathyraja	richardsoni	37031046
Arhynchobatidae	Insentiraja	laxipella	37031021
Arhynchobatidae	Insentiraja	subtilispinosa	37031022
Arhynchobatidae	Irolita	waitii	37031001
Arhynchobatidae	Irolita	westraliensis	37031017
Arhynchobatidae	Notoraja	azurea	37031018
Arhynchobatidae	Notoraja	hirticauda	37031015
Arhynchobatidae	Notoraja	ochroderma	37031019
Arhynchobatidae	Notoraja	sticta	37031020
Arhynchobatidae	Pavoraja	alleni	37031027
Arhynchobatidae	Pavoraja	arenaria	37031023
Arhynchobatidae	Pavoraja	mosaica	37031024
Arhynchobatidae	Pavoraja	nitida	37031009
Arhynchobatidae	Pavoraja	pseudonitida	37031025
Arhynchobatidae	Pavoraja	umbrosa	37031026
Ariidae	Amissidens	hainesi	37188004
Ariidae	Cinetodus	froggatti	37188014
Ariidae	Hemiarius	dioctes	37188016
Ariidae	Hemiarius	insidiator	37188017
Ariidae	Hexanematichthys	mastersi	37188007
Ariidae	Nemapteryx	armiger	37188011
Ariidae	Neoarius	berneyi	37188012
Ariidae	Neoarius	graeffei	37188005
Ariidae	Neoarius	leptaspis	37188006
Ariidae	Neoarius	midgleyi	37188010
Ariidae	Neoarius	paucus	37188015
Ariidae	Neoarius	pectoralis	37188018
Ariidae	Netuma	bilineata	37188002
Ariidae	Netuma	proxima	37188008
Ariidae	Netuma	thalassina	37188001
Ariidae	Plicofollis	argyropleuron	37188003
Ariidae	Plicofollis	nella	37188013
Ariommatidae	Ariomma	indicum	37447007
Ariommatidae	Ariomma	luridum	37447003
Arripidae	Arripis	georgianus	37344001
Arripidae	Arripis	trutta	37344002
Arripidae	Arripis	truttaceus	37344004
Arripidae	Arripis	xylabion	37344005
Artedidraconidae	Artedidraco	glareobarbatus	37405750
Artedidraconidae	Artedidraco	loennbergi	37405751
Artedidraconidae	Artedidraco	orianae	37405752
Artedidraconidae	Artedidraco	shackletoni	37405753
Artedidraconidae	Artedidraco	skottsbergi	37405754
Artedidraconidae	Dolloidraco	longedorsalis	37405755
Artedidraconidae	Histiodraco	velifer	37405756
Artedidraconidae	Pogonophryne	albipinna	37405757
Artedidraconidae	Pogonophryne	barsukovi	37405758
Artedidraconidae	Pogonophryne	cerebropogon	37405759
Artedidraconidae	Pogonophryne	immaculata	37405760
Artedidraconidae	Pogonophryne	lanceobarbata	37405761
Artedidraconidae	Pogonophryne	macropogon	37405762
Artedidraconidae	Pogonophryne	marmorata	37405763
Artedidraconidae	Pogonophryne	mentella	37405764
Artedidraconidae	Pogonophryne	minor	37405001
Artedidraconidae	Pogonophryne	permitini	37405765
Artedidraconidae	Pogonophryne	scotti	37405766
Artedidraconidae	Pogonophryne	ventrimaculata	37405767
Astronesthidae	Astronesthes	bilobatus	37108001
Astronesthidae	Astronesthes	boulengeri	37108003
Astronesthidae	Astronesthes	exsul	37108018
Astronesthidae	Astronesthes	ijimai	37108015
Astronesthidae	Astronesthes	illuminatus	37108801
Astronesthidae	Astronesthes	indicus	37108017
Astronesthidae	Astronesthes	indopacificus	37108004
Astronesthidae	Astronesthes	kreffti	37108019
Astronesthidae	Astronesthes	lucifer	37108005
Astronesthidae	Astronesthes	lupina	37108006
Astronesthidae	Astronesthes	niger	37108002
Astronesthidae	Astronesthes	psychrolutes	37108008
Astronesthidae	Astronesthes	splendidus	37108020
Astronesthidae	Astronesthes	trifibulatus	37108009
Astronesthidae	Borostomias	antarcticus	37108010
Astronesthidae	Borostomias	mononema	37108011
Astronesthidae	Eupogonesthes	xenicus	37108016
Astronesthidae	Heterophotus	ophistoma	37108012
Astronesthidae	Neonesthes	capensis	37108013
Astronesthidae	Neonesthes	microcephalus	37108014
Astronesthidae	Rhadinesthes	decimus	37108021
Ateleopodidae	Ateleopus	japonicus	37136001
Atherinidae	Atherinason	hepsetoides	37246004
Atherinidae	Atherinomorus	capricornensis	37246008
Atherinidae	Atherinomorus	endrachtensis	37246005
Atherinidae	Atherinomorus	lacunosus	37246009
Atherinidae	Atherinomorus	vaigiensis	37246007
Atherinidae	Atherinosoma	elongata	37246010
Atherinidae	Atherinosoma	microstoma	37246001
Atherinidae	Atherion	elymus	37246012
Atherinidae	Atherion	maccullochi	37246013
Atherinidae	Craterocephalus	amniculus	37246014
Atherinidae	Craterocephalus	capreoli	37246015
Atherinidae	Craterocephalus	centralis	37246016
Atherinidae	Craterocephalus	cuneiceps	37246017
Atherinidae	Craterocephalus	dalhousiensis	37246018
Atherinidae	Craterocephalus	eyresii	37246019
Atherinidae	Craterocephalus	fluviatilis	37246020
Atherinidae	Craterocephalus	fulvus	37246028
Atherinidae	Craterocephalus	gloveri	37246031
Atherinidae	Craterocephalus	helenae	37246021
Atherinidae	Craterocephalus	honoriae	37246022
Atherinidae	Craterocephalus	lentiginosus	37246023
Atherinidae	Craterocephalus	marianae	37246024
Atherinidae	Craterocephalus	marjoriae	37246025
Atherinidae	Craterocephalus	mugiloides	37246026
Atherinidae	Craterocephalus	munroi	37246040
Atherinidae	Craterocephalus	pauciradiatus	37246027
Atherinidae	Craterocephalus	stercusmuscarum	37246029
Atherinidae	Craterocephalus	stramineus	37246030
Atherinidae	Hypoatherina	barnesi	37246033
Atherinidae	Hypoatherina	ovalaua	37246039
Atherinidae	Hypoatherina	temminckii	37246034
Atherinidae	Hypoatherina	tropicalis	37246035
Atherinidae	Kestratherina	brevirostris	37246036
Atherinidae	Kestratherina	esox	37246003
Atherinidae	Leptatherina	presbyteroides	37246002
Atherinidae	Leptatherina	wallacei	37246011
Atherinidae	Stenatherina	panatela	37246038
Aulopidae	Hime	curtirostris	37117003
Aulopidae	Hime	diactithrix	37117002
Aulopidae	Hime	pyrhistion	37117005
Aulopidae	Latropiscis	purpurissatus	37117001
Aulopidae	Leptaulopus	damasi	37117004
Aulopidae	Leptaulopus	erythrozonatus	37117006
Aulostomidae	Aulostomus	chinensis	37277001
Balistidae	Abalistes	filamentosus	37465089
Balistidae	Abalistes	stellatus	37465011
Balistidae	Balistapus	undulatus	37465047
Balistidae	Balistes	punctatus	37465750
Balistidae	Balistoides	conspicillum	37465031
Balistidae	Balistoides	viridescens	37465048
Balistidae	Canthidermis	maculatus	37465086
Balistidae	Melichthys	indicus	37465091
Balistidae	Melichthys	niger	37465081
Balistidae	Melichthys	vidua	37465058
Balistidae	Odonus	niger	37465061
Balistidae	Pseudobalistes	flavimarginatus	37465071
Balistidae	Pseudobalistes	fuscus	37465027
Balistidae	Rhinecanthus	aculeatus	37465028
Balistidae	Rhinecanthus	lunula	37465072
Balistidae	Rhinecanthus	rectangulus	37465073
Balistidae	Rhinecanthus	verrucosus	37465074
Balistidae	Sufflamen	bursa	37465078
Balistidae	Sufflamen	chrysopterum	37465079
Balistidae	Sufflamen	fraenatum	37465014
Balistidae	Xanthichthys	auromarginatus	37465080
Balistidae	Xanthichthys	caeruleolineatus	37465087
Balistidae	Xanthichthys	lineopunctatus	37465016
Balistidae	Xenobalistes	tumidipectoris	37465088
Banjosidae	Banjos	banjos	37322001
Barbourisiidae	Barbourisia	rufa	37134001
Bathyclupeidae	Neobathyclupea	elongata	37358003
Bathyclupeidae	Neobathyclupea	gracilis	37358001
Bathyclupeidae	Neobathyclupea	malayana	37358004
Bathydraconidae	Acanthodraco	dewitti	37406750
Bathydraconidae	Akarotaxis	nudiceps	37406751
Bathydraconidae	Bathydraco	macrolepis	37406752
Bathydraconidae	Bathydraco	marri	37406753
Bathydraconidae	Bathydraco	scotiae	37406754
Bathydraconidae	Cygnodraco	mawsoni	37406755
Bathydraconidae	Gerlachea	australis	37406756
Bathydraconidae	Gymnodraco	acuticeps	37406757
Bathydraconidae	Prionodraco	evansii	37406758
Bathydraconidae	Racovitzia	glacialis	37406759
Bathydraconidae	Vomeridens	infuscipinnis	37406760
Bathygadidae	Bathygadus	cottoides	37232030
Bathygadidae	Bathygadus	furvescens	37232098
Bathygadidae	Bathygadus	spongiceps	37232077
Bathygadidae	Gadomus	aoteanus	37232119
Bathygadidae	Gadomus	introniger	37232120
Bathygadidae	Gadomus	pepperi	37232079
Bathylagidae	Bathylagichthys	australis	37098003
Bathylagidae	Bathylagichthys	greyae	37098004
Bathylagidae	Bathylagichthys	longipinnis	37098009
Bathylagidae	Bathylagichthys	problematicus	37098008
Bathylagidae	Bathylagoides	argyrogaster	37098001
Bathylagidae	Bathylagus	antarcticus	37098002
Bathylagidae	Dolicholagus	longirostris	37098007
Bathylagidae	Lipolagus	ochotensis	37098006
Bathylagidae	Melanolagus	bericoides	37098005
Bathysauridae	Bathysaurus	ferox	37118019
Bathysauroididae	Bathysauroides	gigas	37120007
Bathysauropsidae	Bathysauropsis	gracilis	37120018
Batrachoididae	Batrachomoeus	dahli	37205007
Batrachoididae	Batrachomoeus	dubius	37205008
Batrachoididae	Batrachomoeus	occidentalis	37205001
Batrachoididae	Batrachomoeus	rubricephalus	37205009
Batrachoididae	Batrachomoeus	trispinosus	37205003
Batrachoididae	Halophryne	diemensis	37205002
Batrachoididae	Halophryne	ocellatus	37205005
Batrachoididae	Halophryne	queenslandiae	37205006
Batrachoididae	Porichthys	notatus	37205010
Belonidae	Ablennes	hians	37235001
Belonidae	Platybelone	argalus	37235008
Belonidae	Strongylura	incisa	37235007
Belonidae	Strongylura	krefftii	37235009
Belonidae	Strongylura	leiura	37235003
Belonidae	Strongylura	strongylura	37235004
Belonidae	Strongylura	urvillii	37235010
Belonidae	Tylosurus	acus	37235011
Belonidae	Tylosurus	crocodilus	37235005
Belonidae	Tylosurus	gavialoides	37235002
Belonidae	Tylosurus	punctulatus	37235006
Berycidae	Beryx	decadactylus	37258001
Berycidae	Beryx	splendens	37258002
Berycidae	Centroberyx	affinis	37258003
Berycidae	Centroberyx	australis	37258006
Berycidae	Centroberyx	gerrardi	37258004
Berycidae	Centroberyx	lineatus	37258005
Blenniidae	Alticus	saliens	37408100
Blenniidae	Andamia	reyi	37408101
Blenniidae	Aspidontus	dussumieri	37408007
Blenniidae	Aspidontus	taeniatus	37408008
Blenniidae	Atrosalarias	fuscus	37408009
Blenniidae	Blenniella	bilitonensis	37408088
Blenniidae	Blenniella	chrysospilos	37408042
Blenniidae	Blenniella	cyanostigma	37408102
Blenniidae	Blenniella	paula	37408048
Blenniidae	Blenniella	periophthalmus	37408049
Blenniidae	Cirripectes	alboapicalis	37408010
Blenniidae	Cirripectes	alleni	37408095
Blenniidae	Cirripectes	castaneus	37408011
Blenniidae	Cirripectes	chelomatus	37408012
Blenniidae	Cirripectes	filamentosus	37408013
Blenniidae	Cirripectes	gilberti	37408103
